Date,Price,Open,High,Low,Vol.,Change %
01-09-2017,28797,28720,28808,28587,4.28K,-0.08%
31-08-2017,28779,28696,28797,28533,14.03K,0.47%
30-08-2017,28668,28734,28754,28630,5.01K,-0.14%
29-08-2017,28720,28495,28761,28458,20.06K,0.82%
28-08-2017,28437,28432,28542,28301,2.51K,0.86%
25-08-2017,28239,28237,28553,28104,1.51K,-0.22%
24-08-2017,28318,28377,28442,28248,1.23K,-0.17%
23-08-2017,28366,28375,28456,28309,1.20K,-0.03%
22-08-2017,28387,28138,28393,28124,0.33K,0.74%
21-08-2017,28195,28089,28227,27951,0.46K,0.27%
18-08-2017,28112,28112,28134,27978,0.35K,0.00%
17-08-2017,28145,27966,28183,27950,0.87K,0.66%
16-08-2017,27961,27855,27995,27855,0.61K,0.50%
15-08-2017,27799,27557,27910,27521,0.34K,0.84%
14-08-2017,27556,27576,27685,27522,0.32K,-0.16%
11-08-2017,27620,27573,27738,27507,0.28K,0.36%
10-08-2017,27501,27454,27542,27348,0.28K,0.12%
09-08-2017,27367,27315,27392,27164,0.39K,0.29%
08-08-2017,27216,27448,27609,27180,0.51K,-1.11%
07-08-2017,27586,27653,27676,27568,0.14K,0.13%
04-08-2017,27478,27469,27627,27364,0.37K,0.14%
03-08-2017,27453,27417,27604,27336,366.77K,0.06%
02-08-2017,27407,27933,27933,27389,0.24K,-1.86%
01-08-2017,28128,28148,28148,28096,0.45K,-0.28%
31-07-2017,28253,28396,28455,28160,1.21K,-0.12%
28-07-2017,28250,28209,28399,28195,195.07K,0.18%
27-07-2017,28204,28166,28360,28089,213.42K,0.04%
26-07-2017,28294,28560,28580,28069,227.47K,-0.80%
25-07-2017,28534,28409,28616,28403,162.67K,0.56%
24-07-2017,28380,28312,28530,28312,187.39K,0.29%
21-07-2017,28294,28250,28362,28200,170.46K,0.18%
20-07-2017,28237,28280,28371,28212,185.39K,-0.26%
19-07-2017,28263,28470,28504,28209,179.65K,-0.78%
18-07-2017,28506,28486,28554,28431,149.11K,0.15%
17-07-2017,28476,28660,28791,28433,255.15K,-1.67%
14-07-2017,28995,28824,29183,28611,348.34K,0.58%
13-07-2017,28845,28824,28900,28661,175.60K,-0.02%
12-07-2017,28858,28877,28938,28783,173.01K,-0.20%
11-07-2017,28956,29231,29256,28849,219.21K,-0.63%
10-07-2017,29100,29327,29372,28963,257.44K,-1.06%
07-07-2017,29480,29566,29580,29293,218.85K,-0.61%
06-07-2017,29706,29370,29728,29368,2.62K,1.15%
05-07-2017,29402,29395,29470,29349,0.52K,0.19%
04-07-2017,29340,29075,29374,28917,2.53K,0.80%
03-07-2017,29132,29159,29168,28992,0.75K,-0.42%
30-06-2017,29154,28914,29176,28857,1.32K,0.76%
29-06-2017,28950,29051,29121,28864,5.46K,0.28%
28-06-2017,28808,28933,28983,28719,286.21K,-0.45%
27-06-2017,28915,28624,28945,28570,159.00K,0.92%
26-06-2017,28634,28675,28702,28568,63.17K,0.26%
23-06-2017,28590,28528,28719,28462,48.74K,-0.19%
22-06-2017,28689,28787,28876,28577,54.13K,-0.47%
21-06-2017,28790,28681,28813,28562,45.56K,0.64%
20-06-2017,28612,28455,28674,28446,24.00K,0.06%
19-06-2017,28576,28767,28854,28417,25.73K,-0.47%
16-06-2017,28697,28199,28758,28197,24.73K,1.80%
15-06-2017,28234,28113,28295,28095,19.19K,0.51%
14-06-2017,27947,27899,28110,27876,9.80K,0.19%
13-06-2017,27942,27883,28033,27870,22.14K,0.28%
12-06-2017,27924,27792,28003,27776,55.14K,0.43%
09-06-2017,27702,27767,27851,27670,17.23K,0.23%
08-06-2017,27640,27869,27924,27600,21.49K,-0.89%
07-06-2017,27970,27909,28188,27854,19.47K,0.02%
06-06-2017,27963,28013,28154,27950,25.27K,-0.13%
05-06-2017,27965,28196,28260,27904,29.80K,-1.60%
02-06-2017,28448,28643,28650,28175,9.16K,-0.67%
01-06-2017,28669,28680,28703,28569,8.94K,0.13%
31-05-2017,28647,28970,29029,28640,7.67K,-1.01%
30-05-2017,28994,28926,29024,28910,6.32K,0.19%
29-05-2017,28897,29004,29006,28812,2.46K,0.13%
26-05-2017,28845,28865,29036,28769,5.32K,-0.24%
25-05-2017,28933,29170,29213,28837,5.26K,-0.54%
24-05-2017,29187,29244,29244,28924,302.84K,-0.90%
23-05-2017,29509,29376,29532,29301,229.60K,0.41%
22-05-2017,29213,29177,29245,29081,245.62K,0.03%
19-05-2017,29229,29418,29441,29047,260.70K,-0.83%
18-05-2017,29616,29447,29623,29308,280.74K,0.17%
17-05-2017,29224,29236,29349,29025,191.67K,0.26%
16-05-2017,29109,29104,29158,29003,235.46K,0.81%
15-05-2017,28883,28863,29129,28786,251.10K,0.31%
12-05-2017,28875,28480,28947,28433,292.14K,1.62%
11-05-2017,28486,28525,28600,28357,182.20K,-0.27%
10-05-2017,28657,28579,29021,28545,375.41K,0.32%
09-05-2017,28594,28692,28768,28549,165.26K,0.38%
08-05-2017,28344,28564,28589,28273,236.74K,-0.79%
05-05-2017,28549,28483,28669,28483,158.36K,0.35%
04-05-2017,28405,28357,28448,28232,142.20K,0.22%
03-05-2017,28319,28170,28355,28100,165.21K,0.26%
02-05-2017,28247,28430,28439,28161,217.66K,-0.45%
01-05-2017,28415,28350,28431,28261,190.68K,-0.15%
28-04-2017,28474,28426,28538,28286,243.24K,-0.01%
27-04-2017,28399,28168,28519,28168,237.27K,0.58%
26-04-2017,28243,28163,28319,28066,207.57K,0.10%
25-04-2017,28301,28333,28440,28199,234.77K,-0.20%
24-04-2017,28428,28310,28469,28294,216.45K,0.26%
21-04-2017,28426,28145,28453,27972,285.63K,1.01%
20-04-2017,28128,28014,28162,28009,126.34K,0.31%
19-04-2017,28061,27970,28090,27919,153.15K,0.25%
18-04-2017,27964,27791,28121,27759,257.89K,2.20%
17-04-2017,27310,27264,27794,27221,264.34K,-0.16%
14-04-2017,27353,27373,27464,27223,183.72K,-0.04%
13-04-2017,27349,27392,27527,27324,173.92K,0.14%
12-04-2017,27414,27387,27524,27257,257.84K,-0.15%
11-04-2017,27398,27501,27528,27303,233.51K,-0.51%
10-04-2017,27561,27702,27768,27492,211.11K,-0.55%
07-04-2017,27570,27787,27826,27524,203.71K,-0.77%
06-04-2017,27928,28119,28197,27917,156.98K,-0.08%
05-04-2017,28067,28257,28301,27987,272.29K,-0.52%
04-04-2017,28303,28693,28714,28262,272.76K,-1.37%
03-04-2017,28654,28619,28686,28360,318.04K,-0.31%
31-03-2017,28688,28674,28811,28557,234.94K,-0.39%
30-03-2017,28800,28802,28939,28633,208.49K,0.04%
29-03-2017,28795,28619,28861,28578,220.13K,0.55%
28-03-2017,28712,28412,28730,28368,264.97K,1.47%
27-03-2017,28275,28358,28472,28234,201.34K,-0.45%
24-03-2017,28591,28534,28621,28312,259.51K,-0.02%
23-03-2017,28609,28648,28748,28521,164.41K,-0.20%
22-03-2017,28667,28498,28715,28475,203.79K,0.69%
21-03-2017,28423,28319,28464,28063,226.71K,0.63%
20-03-2017,28245,28261,28490,28183,233.75K,-0.03%
17-03-2017,28311,28505,28509,28184,176.62K,-0.82%
16-03-2017,28505,28359,28574,28198,240.05K,-0.07%
15-03-2017,28632,28769,28850,28385,246.14K,-0.22%
14-03-2017,28758,28658,28923,28568,221.91K,0.28%
13-03-2017,28856,28875,28889,28695,202.31K,0.32%
10-03-2017,28926,28686,29052,28660,197.32K,0.93%
09-03-2017,28718,28648,28775,28424,217.98K,0.11%
08-03-2017,28718,28525,28908,28501,232.06K,0.92%
07-03-2017,28397,28488,28554,28195,217.09K,-0.26%
06-03-2017,28491,28169,28632,28119,246.90K,1.29%
03-03-2017,28173,28140,28298,28032,191.77K,0.64%
02-03-2017,27996,27998,28057,27791,234.35K,-0.12%
01-03-2017,28063,28320,28357,27923,244.31K,-0.67%
28-02-2017,28192,28446,28463,28070,299.18K,-1.07%
27-02-2017,28487,28657,28706,28379,216.01K,-0.39%
24-02-2017,28577,28429,28666,28422,237.41K,0.89%
23-02-2017,28344,28342,28577,28187,244.34K,0.28%
22-02-2017,28375,28412,28490,28230,247.40K,-0.87%
21-02-2017,28640,28751,28772,28396,203.65K,-0.07%
20-02-2017,28625,28306,28766,28273,381.42K,1.40%
17-02-2017,28304,28271,28437,28098,288.62K,-0.30%
16-02-2017,28389,28184,28565,28174,269.32K,0.27%
15-02-2017,28227,28027,28272,27765,328.69K,0.94%
14-02-2017,27949,27850,28069,27824,224.81K,0.05%
13-02-2017,27993,27709,28028,27693,179.03K,0.98%
10-02-2017,27671,27850,27916,27617,226.43K,-0.67%
09-02-2017,27820,27427,27929,27404,272.12K,1.37%
08-02-2017,27561,27426,27639,27357,179.88K,0.28%
07-02-2017,27606,27354,27701,27237,229.18K,0.89%
06-02-2017,27298,27483,27597,27265,143.85K,-0.55%
03-02-2017,27445,27090,27504,27078,158.03K,1.51%
02-02-2017,27048,27010,27148,26958,112.51K,0.18%
01-02-2017,27081,26997,27387,26938,108.45K,0.46%
31-01-2017,26997,26911,27085,26899,74.80K,0.26%
30-01-2017,27053,27113,27168,27003,120.32K,-0.22%
27-01-2017,27223,27242,27358,27170,114.06K,-0.04%
26-01-2017,27261,27410,27456,27110,146.05K,-0.80%
25-01-2017,27404,27246,27445,27232,119.18K,0.47%
24-01-2017,27337,27172,27477,27123,178.64K,0.67%
23-01-2017,27120,27456,27509,26988,281.61K,-2.91%
20-01-2017,27944,27850,28047,27375,214.40K,0.41%
19-01-2017,27841,27973,28033,27776,142.85K,-0.58%
18-01-2017,28054,27948,28104,27734,166.80K,0.34%
17-01-2017,27813,28067,28098,27710,162.82K,-0.90%
16-01-2017,28164,28253,28364,28128,147.75K,-0.43%
13-01-2017,28319,28172,28434,28071,145.81K,0.63%
12-01-2017,28125,28189,28293,28077,137.61K,-0.54%
11-01-2017,28349,28496,28679,27918,221.46K,-0.11%
10-01-2017,28387,28303,28447,28160,175.97K,0.72%
09-01-2017,28091,28228,28307,27918,230.28K,-0.38%
06-01-2017,28205,28609,28755,28143,249.32K,-1.42%
05-01-2017,28455,28594,28620,28259,216.19K,0.00%
04-01-2017,28515,28362,28668,28314,189.91K,1.05%
03-01-2017,28374,28638,28718,28179,300.28K,-0.92%
02-01-2017,28588,29148,29198,28393,367.81K,-1.81%
30-12-2016,29033,29088,29266,28899,210.55K,0.12%
29-12-2016,28991,28931,29183,28885,167.83K,0.09%
28-12-2016,29092,29267,29303,28913,257.11K,-0.67%
27-12-2016,29180,29369,29520,29026,237.79K,-0.57%
26-12-2016,29253,29351,29473,29184,204.45K,-0.05%
23-12-2016,29301,29236,29466,29160,234.17K,0.23%
22-12-2016,29239,29382,29459,28982,351.97K,-0.21%
21-12-2016,29296,30119,30270,29162,444.59K,-3.32%
20-12-2016,30339,30627,30964,29992,413.56K,-0.56%
19-12-2016,30476,30555,32027,30347,816.53K,-0.08%
16-12-2016,30505,30690,30912,30477,202.50K,-0.38%
15-12-2016,30624,30985,31033,30604,221.68K,-1.92%
14-12-2016,31049,31018,31139,30839,217.45K,0.09%
13-12-2016,30991,30867,31102,30584,228.55K,-0.37%
12-12-2016,31116,30660,31142,30645,241.70K,1.57%
09-12-2016,30654,30411,30770,30375,207.26K,1.17%
08-12-2016,30333,30457,30509,30305,123.70K,-0.29%
07-12-2016,30373,30192,30577,30021,232.89K,0.58%
06-12-2016,30335,30280,30435,30232,135.14K,0.23%
05-12-2016,30392,30570,30647,30356,142.11K,-0.55%
02-12-2016,30563,30361,30656,30294,140.03K,0.78%
01-12-2016,30417,30494,30636,30330,156.82K,-0.32%
30-11-2016,30675,30646,30701,30530,101.39K,0.02%
29-11-2016,30678,30753,30881,30629,137.04K,-0.19%
28-11-2016,30720,30574,30828,30507,143.61K,0.55%
25-11-2016,30524,30357,30589,30354,148.17K,0.50%
24-11-2016,30479,30389,30517,30345,111.89K,0.09%
23-11-2016,30462,30559,30588,30253,179.88K,-0.17%
22-11-2016,30341,30329,30493,30271,150.10K,0.30%
21-11-2016,30175,30192,30336,30112,141.58K,-0.17%
18-11-2016,30209,30349,30404,30171,141.05K,-0.36%
17-11-2016,30243,30197,30396,30197,140.76K,0.68%
16-11-2016,30028,30146,30405,29819,274.15K,-0.09%
15-11-2016,29960,30360,30405,29932,190.19K,-1.23%
14-11-2016,30333,30378,30591,30225,213.86K,-0.09%
11-11-2016,30261,31340,31350,30244,351.26K,-3.28%
10-11-2016,30961,31157,31195,30940,130.14K,-0.33%
09-11-2016,30902,31055,31240,30877,214.12K,-0.67%
08-11-2016,30985,30962,31065,30813,157.34K,0.17%
07-11-2016,31165,31315,31339,31103,157.57K,-0.50%
04-11-2016,31346,31620,31655,31283,187.75K,-1.02%
03-11-2016,31608,31531,31656,31430,126.60K,0.18%
02-11-2016,31597,31564,31662,31495,113.26K,-0.22%
01-11-2016,31636,31499,31709,31410,166.86K,1.00%
31-10-2016,31318,31003,31551,30836,268.97K,1.00%
28-10-2016,31051,31006,31119,30980,93.72K,0.03%
27-10-2016,31089,30980,31183,30966,115.84K,0.58%
26-10-2016,30901,31092,31168,30878,138.21K,-0.59%
25-10-2016,31059,31243,31401,30920,211.23K,-0.61%
24-10-2016,31268,31185,31355,31044,139.43K,0.18%
21-10-2016,31249,31438,31537,31134,180.76K,-0.14%
20-10-2016,31249,31400,31442,31195,194.66K,-0.67%
19-10-2016,31372,31539,31586,31294,163.93K,-0.53%
18-10-2016,31580,31757,31870,31522,182.89K,-0.56%
17-10-2016,31786,31887,31984,31732,151.82K,-0.35%
14-10-2016,31865,31255,31940,31194,281.26K,2.06%
13-10-2016,31258,31053,31430,30804,234.25K,0.73%
12-10-2016,31040,30913,31076,30767,179.60K,0.43%
11-10-2016,30916,30994,31100,30810,179.95K,-0.39%
10-10-2016,30878,31124,31169,30772,159.33K,-0.80%
07-10-2016,31178,31100,31211,30945,142.23K,0.09%
06-10-2016,31194,31168,31667,31083,300.05K,0.10%
05-10-2016,31105,31171,31237,31021,167.66K,-0.38%
04-10-2016,31242,31536,31581,31179,225.49K,-1.22%
03-10-2016,31598,31539,31661,31429,132.03K,0.20%
30-09-2016,31539,31577,31593,31351,156.45K,-0.21%
29-09-2016,31726,31983,32002,31627,185.03K,-0.81%
28-09-2016,31764,31684,31864,31623,170.56K,0.62%
27-09-2016,31603,31662,31791,31409,169.16K,-0.60%
26-09-2016,31883,31608,32057,31599,221.72K,0.70%
23-09-2016,31707,31615,31745,31552,120.15K,0.32%
22-09-2016,31571,31606,32024,31456,239.55K,-0.50%
21-09-2016,31783,31859,32005,31581,155.59K,-0.14%
20-09-2016,31943,31827,32220,31797,191.32K,0.39%
19-09-2016,31818,31688,31860,31565,124.48K,0.40%
16-09-2016,31735,31733,31797,31593,137.54K,-0.23%
15-09-2016,31707,32244,32334,31612,223.14K,-1.68%
14-09-2016,32219,32155,32313,31929,170.00K,0.20%
13-09-2016,32320,32457,32526,32223,138.59K,-0.58%
12-09-2016,32313,32030,32350,31868,161.78K,0.96%
09-09-2016,32082,32025,32136,31931,112.66K,0.15%
08-09-2016,31906,31558,32012,31377,229.25K,1.22%
07-09-2016,31450,31598,31718,31403,194.76K,1.09%
06-09-2016,31018,30859,31382,30758,215.39K,0.45%
05-09-2016,30968,30844,31053,30799,203.41K,0.10%
02-09-2016,31089,31164,31181,30891,263.66K,-0.29%
01-09-2016,31184,31372,31434,31090,232.26K,-0.57%
31-08-2016,31444,31094,31514,30964,253.46K,0.89%
30-08-2016,31247,31552,31709,31086,224.99K,-0.98%
29-08-2016,31540,31464,31616,31386,150.62K,0.23%
26-08-2016,31480,31577,31639,31343,163.21K,0.14%
25-08-2016,31379,31591,31665,31265,191.83K,-0.36%
24-08-2016,31563,31855,31937,31284,264.33K,-0.85%
23-08-2016,31812,31585,31876,31445,204.59K,0.62%
22-08-2016,31653,32151,32212,31551,257.34K,-1.57%
19-08-2016,32127,32418,32598,32013,230.70K,-0.13%
18-08-2016,32022,32084,32338,31501,301.19K,-0.27%
17-08-2016,32140,32225,32395,31902,218.46K,-0.37%
16-08-2016,32247,32032,32492,31992,237.06K,0.62%
15-08-2016,32040,31717,32078,31564,353.81K,1.47%
12-08-2016,31602,31267,31791,31227,223.73K,1.39%
11-08-2016,31094,31103,31233,30969,192.95K,-0.47%
10-08-2016,31249,30943,31346,30929,176.82K,0.68%
09-08-2016,31042,31287,31315,30813,195.98K,-0.51%
08-08-2016,31219,31162,31579,31127,258.33K,0.17%
05-08-2016,31179,29574,32127,29538,574.24K,4.69%
04-08-2016,29780,29898,30058,29634,152.59K,-0.54%
03-08-2016,29910,29943,29993,29764,132.68K,-0.20%
02-08-2016,29931,30401,30517,29804,207.16K,-1.52%
01-08-2016,30429,30451,30540,30163,193.80K,-0.21%
29-07-2016,30443,30152,30629,30067,211.62K,-0.28%
28-07-2016,30692,30612,31177,30260,354.15K,0.78%
27-07-2016,30480,30475,30757,30314,199.45K,0.02%
26-07-2016,30588,30543,30705,30363,193.07K,0.09%
25-07-2016,30601,30397,30682,30323,202.81K,0.86%
22-07-2016,30223,30119,30342,30020,160.81K,0.25%
21-07-2016,30147,29955,30187,29832,153.26K,0.82%
20-07-2016,29905,29543,30021,29507,181.73K,1.23%
19-07-2016,29561,29585,29608,29321,120.51K,-0.03%
18-07-2016,29541,29496,29633,29415,162.94K,0.36%
15-07-2016,29436,28723,29543,28635,240.70K,2.50%
14-07-2016,28591,28669,28765,28577,112.60K,-0.17%
13-07-2016,28715,28790,28908,28561,159.62K,-0.23%
12-07-2016,28763,28706,28836,28385,236.15K,0.07%
11-07-2016,28814,28947,29030,28632,200.00K,-0.30%
08-07-2016,28902,28978,29239,28855,199.78K,-0.28%
07-07-2016,29136,29220,29289,28991,246.05K,-0.44%
06-07-2016,29229,29711,29790,29157,322.96K,-1.78%
05-07-2016,29769,29774,29895,29579,218.72K,-0.11%
04-07-2016,29728,29808,29925,29649,205.16K,-0.15%
01-07-2016,29740,29841,29917,29498,270.06K,-1.54%
30-06-2016,30345,30493,30562,29907,233.58K,-0.20%
29-06-2016,30368,30320,30534,30206,205.19K,0.21%
28-06-2016,30435,30409,30822,30373,198.78K,0.12%
27-06-2016,30489,30300,30609,30280,174.35K,0.12%
24-06-2016,30440,30634,30710,30241,218.10K,-0.34%
23-06-2016,30270,30076,30396,30052,239.70K,0.85%
22-06-2016,30092,30106,30263,29937,174.08K,-0.14%
21-06-2016,30213,30693,30759,30122,225.23K,-2.12%
20-06-2016,30833,30483,30922,30409,257.61K,1.71%
17-06-2016,30102,30313,30483,30062,174.58K,-0.16%
16-06-2016,30260,30576,30673,30241,212.95K,-1.35%
15-06-2016,30566,30604,30852,30381,214.99K,-0.31%
14-06-2016,30758,30696,31000,30611,198.26K,0.41%
13-06-2016,30584,30051,30786,30027,273.99K,1.90%
10-06-2016,29908,29457,30033,29263,227.21K,1.28%
09-06-2016,29442,29332,29541,29214,171.51K,0.56%
08-06-2016,29167,29082,29239,28916,148.11K,0.26%
07-06-2016,29161,29027,29245,28951,120.77K,0.83%
06-06-2016,28978,29414,29548,28943,209.49K,-1.62%
03-06-2016,29549,29412,30071,29410,272.94K,-0.33%
02-06-2016,29765,29691,29893,29518,165.25K,0.01%
01-06-2016,29836,29350,29936,29234,217.39K,1.56%
31-05-2016,29279,29309,29475,29200,148.66K,0.03%
30-05-2016,29252,29108,29324,29068,121.27K,0.66%
27-05-2016,29000,29409,29459,28974,204.79K,-1.75%
26-05-2016,29470,29680,29715,29307,155.99K,-1.00%
25-05-2016,29921,29895,30011,29734,157.24K,0.23%
24-05-2016,30011,29624,30080,29619,160.93K,1.14%
23-05-2016,29575,29527,29594,29271,132.37K,0.51%
20-05-2016,29425,29104,29603,29104,189.41K,1.12%
19-05-2016,29111,29320,29349,28954,135.33K,-0.47%
18-05-2016,29121,28825,29338,28798,157.09K,0.84%
17-05-2016,28741,28828,28854,28656,91.06K,-0.34%
16-05-2016,28848,29098,29171,28537,196.90K,-0.98%
13-05-2016,29138,28936,29296,28891,120.32K,0.57%
12-05-2016,28931,29270,29359,28844,183.33K,-0.58%
11-05-2016,29015,28679,29193,28534,189.73K,1.29%
10-05-2016,28677,28580,28749,28345,142.68K,-0.12%
09-05-2016,28764,28743,28825,28519,169.70K,-0.20%
06-05-2016,28755,29330,29361,28553,266.17K,-1.97%
05-05-2016,29314,29213,29603,29178,195.73K,0.35%
04-05-2016,29241,29500,29535,29171,176.62K,-0.81%
03-05-2016,29448,29528,29763,29310,158.07K,-0.85%
02-05-2016,29605,29534,29766,29375,208.12K,2.86%
29-04-2016,28815,28892,29635,28750,203.81K,-0.10%
28-04-2016,28833,28973,29013,28716,185.33K,-1.13%
27-04-2016,29146,29282,29539,28790,207.56K,-1.14%
26-04-2016,29499,29794,30165,29256,235.78K,-1.05%
25-04-2016,29939,29490,29975,29109,304.98K,1.22%
22-04-2016,29566,29679,29761,29242,223.14K,-0.44%
21-04-2016,29619,29736,29997,29575,206.13K,-0.09%
20-04-2016,29501,29419,29737,29347,212.79K,-0.53%
19-04-2016,29650,29508,29884,29170,361.18K,0.99%
18-04-2016,29477,29069,29737,29003,226.30K,1.32%
15-04-2016,29199,28976,29270,28807,182.78K,0.89%
14-04-2016,28913,29104,29348,28840,225.61K,-0.29%
13-04-2016,28954,28689,29127,28529,183.45K,1.15%
12-04-2016,28534,28817,29022,28337,218.71K,-1.49%
11-04-2016,28966,28734,29097,28568,208.22K,-0.02%
08-04-2016,29088,28781,29445,28696,274.24K,1.35%
07-04-2016,28790,28467,28940,28436,184.48K,1.03%
06-04-2016,28393,28787,28787,28214,160.97K,-1.68%
05-04-2016,28837,28847,28943,28598,184.25K,0.37%
04-04-2016,28595,28203,28929,28012,182.12K,1.23%
01-04-2016,28358,28136,28429,28003,162.45K,0.26%
31-03-2016,28237,28893,28893,27846,340.80K,-2.52%
30-03-2016,29018,29198,29236,28866,191.13K,-0.67%
29-03-2016,29215,28037,29592,28009,365.65K,4.45%
28-03-2016,28067,27952,28150,27762,168.64K,-0.33%
25-03-2016,28255,28040,28271,27956,190.80K,0.06%
24-03-2016,28275,27711,28358,27487,249.46K,3.47%
23-03-2016,27332,27285,27740,27044,214.89K,0.02%
22-03-2016,27256,26903,27265,26837,177.21K,1.42%
21-03-2016,26772,26493,26887,26385,189.23K,1.25%
18-03-2016,26395,26425,26496,26287,117.73K,-0.07%
17-03-2016,26507,26272,26559,26209,118.52K,1.04%
16-03-2016,26453,26415,26512,26265,133.25K,0.03%
15-03-2016,26524,26764,26769,26384,151.22K,0.03%
14-03-2016,26425,26522,26714,26403,168.71K,-0.39%
11-03-2016,26443,26160,26514,26136,197.69K,1.35%
10-03-2016,26240,26062,26333,26057,176.36K,0.82%
09-03-2016,25959,26084,26129,25914,142.74K,-0.17%
08-03-2016,26076,26140,26266,25940,178.74K,-0.72%
07-03-2016,26139,25693,26227,25688,193.28K,1.57%
04-03-2016,25716,25720,25843,25550,160.11K,-0.15%
03-03-2016,25824,25552,25985,25476,173.46K,1.59%
02-03-2016,25523,25998,26041,25463,174.24K,-1.24%
01-03-2016,25981,25974,26184,25797,156.11K,0.18%
29-02-2016,26110,26321,26444,26059,167.65K,-1.00%
26-02-2016,26579,26758,26872,26504,193.21K,-0.15%
25-02-2016,26632,26896,27001,26484,193.45K,-0.89%
24-02-2016,26740,26400,26791,26337,217.27K,1.46%
23-02-2016,26407,26042,26479,25984,191.80K,1.25%
22-02-2016,26070,25951,26145,25912,104.64K,0.30%
19-02-2016,25997,25666,26185,25653,159.79K,1.41%
18-02-2016,25633,25643,25693,25544,55.71K,0.04%
17-02-2016,25544,25746,25826,25512,98.71K,-0.77%
16-02-2016,25796,25803,25955,25765,87.64K,-0.03%
15-02-2016,25674,25840,25871,25611,70.86K,-0.71%
12-02-2016,25852,25700,25868,25698,49.69K,0.71%
11-02-2016,25802,25891,25961,25785,69.36K,-0.54%
10-02-2016,25711,25804,25859,25642,80.66K,-0.60%
09-02-2016,25882,25513,25901,25463,122.22K,1.46%
08-02-2016,25558,25234,25702,25198,122.22K,1.47%
05-02-2016,25106,25646,25658,25039,168.67K,-2.53%
04-02-2016,25655,25262,25681,25260,143.15K,1.43%
03-02-2016,25439,25396,25590,25339,115.32K,-0.17%
02-02-2016,25498,25728,25831,25371,121.86K,-1.14%
01-02-2016,25739,25637,25821,25404,152.62K,0.35%
29-01-2016,25667,25660,25763,25591,99.73K,-0.42%
28-01-2016,25841,25789,26045,25654,140.71K,0.11%
27-01-2016,25847,25712,25922,25643,128.22K,0.01%
26-01-2016,25691,25937,25952,25447,109.37K,-0.82%
25-01-2016,25910,25382,26010,25267,208.90K,2.16%
22-01-2016,25285,25102,25364,24909,173.77K,0.70%
21-01-2016,25202,25539,25613,25097,124.02K,-0.91%
20-01-2016,25494,25520,25745,25472,121.57K,-0.17%
19-01-2016,25453,25230,25543,25140,113.17K,0.86%
18-01-2016,25208,25552,25630,25098,187.11K,-1.29%
15-01-2016,25580,25700,25829,25511,148.66K,-0.35%
14-01-2016,25497,25372,25661,25362,158.53K,0.66%
13-01-2016,25181,25408,25410,25139,178.09K,-0.88%
12-01-2016,25416,25497,25674,25383,157.70K,-0.15%
11-01-2016,25383,25181,25588,25157,177.56K,0.86%
08-01-2016,25200,25235,25339,25042,154.64K,0.01%
07-01-2016,25214,25539,25603,25115,181.46K,-1.38%
06-01-2016,25494,25595,25819,25421,151.38K,0.25%
05-01-2016,25348,25409,25514,25284,130.83K,-0.01%
04-01-2016,25387,25491,25575,25199,208.30K,-0.36%
01-01-2016,25347,25431,25548,25308,171.73K,-0.33%
31-12-2015,25421,25475,25568,25316,144.17K,0.04%
30-12-2015,25514,25538,25674,25498,141.89K,0.04%
29-12-2015,25413,25775,25927,25338,199.87K,-1.49%
28-12-2015,25760,25821,25926,25713,144.64K,-0.18%
25-12-2015,25763,26024,26138,25749,157.67K,-0.71%
24-12-2015,25916,26354,26472,25905,157.45K,-1.92%
23-12-2015,26460,26585,26618,26373,106.36K,-0.48%
22-12-2015,26671,26792,26867,26601,123.17K,-0.51%
21-12-2015,26812,27017,27167,26739,155.61K,-2.45%
18-12-2015,27486,27267,27650,26925,187.31K,0.88%
17-12-2015,27314,27248,27384,27190,91.66K,-0.03%
16-12-2015,27346,27290,27426,27247,84.87K,0.29%
15-12-2015,27425,27498,27816,27326,150.80K,-0.28%
14-12-2015,27597,27614,27732,27486,117.32K,-0.09%
11-12-2015,27644,27843,27933,27551,122.07K,-0.88%
10-12-2015,27727,27565,27819,27485,124.73K,0.40%
09-12-2015,27657,27754,27785,27551,108.77K,-0.87%
08-12-2015,27901,27887,27941,27694,108.91K,-0.37%
07-12-2015,27970,27887,28069,27649,192.31K,0.65%
04-12-2015,27734,27462,27972,27328,199.97K,1.24%
03-12-2015,27456,27395,27532,27124,139.53K,0.08%
02-12-2015,27353,27130,27450,27114,111.80K,0.74%
01-12-2015,27087,26670,27167,26668,134.87K,1.01%
30-11-2015,26827,26843,26981,26630,121.19K,-0.38%
27-11-2015,27110,27058,27226,26936,113.15K,0.20%
26-11-2015,26918,26643,27026,26638,128.18K,0.77%
25-11-2015,26632,26618,26726,26445,119.48K,0.09%
24-11-2015,26566,26003,26667,25799,190.00K,2.06%
23-11-2015,26083,26102,26195,26003,83.39K,-0.13%
20-11-2015,25986,26265,26277,25883,156.47K,-1.03%
19-11-2015,26269,26376,26443,26192,105.55K,-0.43%
18-11-2015,26360,26670,26735,26258,143.47K,-1.21%
17-11-2015,26663,26789,26791,26535,140.35K,-0.71%
16-11-2015,26815,26262,26875,26250,219.68K,1.97%
13-11-2015,26366,26186,26424,26123,96.17K,0.60%
12-11-2015,26208,26390,26471,26108,117.44K,-0.71%
11-11-2015,26400,26538,26554,26305,87.12K,-0.44%
